athlete_id,first_name,last_name,full_name,display_name,short_name,weight,display_weight,height,display_height,headshot_href,jersey,position_name,position_abbreviation,experience_years,experience_display_value,experience_abbreviation,active,status_name,defensive_blocks,defensive_defensive_rebounds,defensive_steals,defensive_turnover_points,defensive_avg_defensive_rebounds,defensive_avg_blocks,defensive_avg_steals,general_disqualifications,general_flagrant_fouls,general_fouls,general_per,general_ejections,general_technical_fouls,general_rebounds,general_minutes,general_avg_minutes,general_avg_rebounds,general_avg_fouls,general_avg_flagrant_fouls,general_avg_technical_fouls,general_avg_ejections,general_avg_disqualifications,general_assist_turnover_ratio,general_steal_foul_ratio,general_block_foul_ratio,general_avg_team_rebounds,general_total_rebounds,general_total_technical_fouls,general_steal_turnover_ratio,general_games_played,general_games_started,general_double_double,general_triple_double,offensive_assists,offensive_field_goals,offensive_field_goals_attempted,offensive_field_goals_made,offensive_field_goal_pct,offensive_free_throws,offensive_free_throw_pct,offensive_free_throws_attempted,offensive_free_throws_made,offensive_offensive_rebounds,offensive_points,offensive_turnovers,offensive_three_point_field_goals_attempted,offensive_three_point_field_goals_made,offensive_total_turnovers,offensive_points_in_paint,offensive_second_chance_points,offensive_fast_break_points,offensive_avg_field_goals_made,offensive_avg_field_goals_attempted,offensive_avg_three_point_field_goals_made,offensive_avg_three_point_field_goals_attempted,offensive_avg_free_throws_made,offensive_avg_free_throws_attempted,offensive_avg_points,offensive_avg_offensive_rebounds,offensive_avg_assists,offensive_avg_turnovers,offensive_offensive_rebound_pct,offensive_estimated_possessions,offensive_avg_estimated_possessions,offensive_points_per_estimated_possessions,offensive_avg_team_turnovers,offensive_avg_total_turnovers,offensive_three_point_field_goal_pct,offensive_two_point_field_goals_made,offensive_two_point_field_goals_attempted,offensive_avg_two_point_field_goals_made,offensive_avg_two_point_field_goals_attempted,offensive_two_point_field_goal_pct,offensive_shooting_efficiency,offensive_scoring_efficiency,team_id,season,league
5313376,EJ,Horton,EJ Horton,EJ Horton,E. Horton,,,75,"6' 3""",https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5313376.png,6,Guard,G,1,Freshman,FR,True,Active,2,6,4,0,1.2,0.4,0.8,0,0,9,16.344,0,0,7,55,11.0,1.4,1.8,0,0.0,0,0.0,0.16666667,0.44444445,0.22222222,0,7,0,0.6666667,5,0,0,0,1,0.571429,14,8,57.1428596973419,0.875,87.5,8,7,1,28,6,9,5,6,-1,0,0,1.6,2.8,1.0,1.8,1.4,1.6,5.6,0.2,0.2,1.2,0.16666667,22.2,4.44,1.2612612,0,1.20000004768372,55.5555582046509,3,5,0.6,1.0,60.0000023841858,0.75,2.0,249,2026,ncaam
5313375,Cahmai,Crosby,Cahmai Crosby,Cahmai Crosby,C. Crosby,,,75,"6' 3""",https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5313375.png,2,Guard,G,3,Junior,JR,True,Active,0,5,1,0,1.0,0.0,0.2,0,0,3,11.402,0,0,6,50,10.0,1.2,0.6,0,0.0,0,0.0,1.5,0.33333334,0.0,0,6,0,0.5,5,0,0,0,3,0.384615,13,5,38.4615391492844,0.0,0.0,0,0,1,14,2,9,4,2,-1,0,0,1.0,2.6,0.8,1.8,0.0,0.0,2.8,0.2,0.6,0.4,0.125,14.0,2.8,1.0,0,0.400000005960464,44.4444447755814,1,4,0.2,0.8,25.0,0.53846157,1.0769231,249,2026,ncaam
5241611,Cole,Franklin,Cole Franklin,Cole Franklin,C. Franklin,195.0,195 lbs,76,"6' 4""",https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5241611.png,10,Guard,G,3,Junior,JR,True,Active,2,9,5,0,1.8,0.4,1.0,0,0,4,7.222,0,0,12,47,9.4,2.4,0.8,0,0.0,0,0.0,4.0,1.25,0.5,0,12,0,5.0,5,0,0,0,4,0.214286,14,3,21.4285716414452,0.666667,66.6666686534882,3,2,3,8,1,1,0,1,-1,0,0,0.6,2.8,0.0,0.2,0.4,0.6,1.6,0.6,0.8,0.2,0.27272728,13.2,2.6399999,0.6060606,0,0.200000002980232,0.0,3,13,0.6,2.6,23.0769231915474,0.21428572,0.5714286,249,2026,ncaam
4433275,Will,McClendon,Will McClendon,Will McClendon,W. McClendon,195.0,195 lbs,75,"6' 3""",https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433275.png,1,Guard,G,4,Senior,SR,True,Active,1,13,3,0,3.25,0.25,0.75,0,0,8,17.61,0,0,16,98,24.5,4.0,2.0,0,0.0,0,0.0,2.0,0.375,0.125,0,16,0,0.6,4,0,0,0,10,0.366667,30,11,36.6666674613953,0.84,83.9999973773956,25,21,3,52,5,20,9,5,-1,0,0,2.75,7.5,2.25,5.0,5.25,6.25,13.0,0.75,2.5,1.25,0.15789473,42.0,10.5,1.2380953,0,1.25,44.9999988079071,2,10,0.5,2.5,20.0000002980232,0.51666665,1.7333333,249,2026,ncaam
4433476,Tommisha,Lampkin,Tommisha Lampkin,Tommisha Lampkin,T. Lampkin,,,74,"6' 2""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4433476.png,24,Forward,F,4,Senior,SR,False,Inactive,8,33,5,0,6.6,1.6,1.0,0,0,8,-1.0,0,1,53,151,30.2,10.6,1.6,0,0.2,0,0.0,0.2857143,0.625,1.0,0,53,1,0.35714287,5,5,3,0,4,0.508475,59,30,50.8474588394165,0.422222,42.2222226858139,45,19,20,79,14,0,0,14,-1,0,0,6.0,11.8,0.0,0.0,3.8,9.0,15.8,4.0,0.8,2.8,0.6896552,71.0,14.2,1.112676,0,2.79999995231628,0.0,30,59,6.0,11.8,50.8474588394165,0.5084746,1.338983,249,2025,ncaaw
5108302,Desiree,Wooten,Desiree Wooten,Desiree Wooten,D. Wooten,,,68,"5' 8""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5108302.png,3,Guard,G,3,Junior,JR,True,Active,1,17,9,0,3.4,0.2,1.8,0,0,14,-1.0,0,0,21,140,28.0,4.2,2.8,0,0.0,0,0.0,1.75,0.64285713,0.071428575,0,21,0,1.125,5,5,0,0,14,0.48,50,24,47.9999989271164,0.833333,83.3333313465118,6,5,4,56,8,8,3,8,-1,0,0,4.8,10.0,0.6,1.6,1.0,1.2,11.2,0.8,2.8,1.6,0.15384616,56.4,11.280001,0.99290776,0,1.60000002384186,37.5,21,42,4.2,8.4,50.0,0.51,1.12,249,2025,ncaaw
5108300,Ereauna,Hardaway,Ereauna Hardaway,Ereauna Hardaway,E. Hardaway,,,68,"5' 8""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5108300.png,2,Point Guard,PG,4,Senior,SR,True,Active,0,10,4,0,2.0,0.0,0.8,0,0,9,-1.0,0,0,11,133,26.6,2.2,1.8,0,0.0,0,0.0,0.8181818,0.44444445,0.0,0,11,0,0.36363637,5,5,0,0,9,0.4,35,14,40.0000005960464,0.5,50.0,12,6,1,38,11,9,4,11,-1,0,0,2.8,7.0,0.8,1.8,1.2,2.4,7.6,0.2,1.8,2.2,0.04761905,49.8,9.96,0.7630522,0,2.20000004768372,44.4444447755814,10,26,2.0,5.2,38.4615391492844,0.45714286,1.0857143,249,2025,ncaaw
5108052,Kyla,Deck,Kyla Deck,Kyla Deck,K. Deck,,,69,"5' 9""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5108052.png,12,Guard,G,4,Senior,SR,True,Active,2,12,10,0,2.4,0.4,2.0,0,0,12,-1.0,0,0,13,165,33.0,2.6,2.4,0,0.0,0,0.0,1.375,0.8333333,0.16666667,0,13,0,1.25,5,5,0,0,11,0.416667,36,15,41.6666656732559,0.857143,85.7142865657806,28,24,1,60,8,15,6,8,-1,0,0,3.0,7.2,1.2,3.0,4.8,5.6,12.0,0.2,2.2,1.6,0.04761905,54.2,10.84,1.1070111,0,1.60000002384186,40.0000005960464,9,21,1.8,4.2,42.8571432828903,0.5,1.6666666,249,2025,ncaaw
4704786,Jaaucklyn,Moore,Jaaucklyn Moore,Jaaucklyn Moore,J. Moore,,,68,"5' 8""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4704786.png,4,Guard,G,4,Senior,SR,False,Inactive,2,5,4,0,1.0,0.4,0.8,0,0,6,-1.0,0,0,10,123,24.6,2.0,1.2,0,0.0,0,0.0,0.375,0.6666667,0.33333334,0,10,0,0.5,5,4,0,0,3,0.342857,35,12,34.2857152223587,0.846154,84.6153855323792,13,11,5,40,8,19,5,8,-1,0,0,2.4,7.0,1.0,3.8,2.2,2.6,8.0,1.0,0.6,1.6,0.2173913,43.2,8.64,0.9259259,0,1.60000002384186,26.3157904148102,7,16,1.4,3.2,43.75,0.41428572,1.1428572,249,2025,ncaaw
5107501,Jaelyn,Talley,Jaelyn Talley,Jaelyn Talley,J. Talley,,,70,"5' 10""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5107501.png,33,Forward,F,4,Senior,SR,True,Active,1,8,1,0,1.6,0.2,0.2,0,0,4,-1.0,0,0,14,99,19.8,2.8,0.8,0,0.0,0,0.0,0.5,0.25,0.25,0,14,0,0.125,5,1,0,0,4,0.428571,14,6,42.8571432828903,0.666667,66.6666686534882,6,4,6,16,8,1,0,8,-1,0,0,1.2,2.8,0.0,0.2,0.8,1.2,3.2,1.2,0.8,1.6,0.75,18.4,3.6799998,0.86956525,0,1.60000002384186,0.0,6,13,1.2,2.6,46.1538463830948,0.42857143,1.1428572,249,2025,ncaaw
5240919,Chania,Price,Chania Price,Chania Price,C. Price,,,71,"5' 11""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5240919.png,30,Guard,G,2,Sophomore,SO,True,Active,1,10,2,0,2.0,0.2,0.4,0,0,6,-1.0,0,0,11,48,9.6,2.2,1.2,0,0.0,0,0.0,0.25,0.33333334,0.16666667,0,11,0,0.25,5,0,0,0,2,0.444444,9,4,44.4444447755814,0.25,25.0,4,1,1,10,8,3,1,8,-1,0,0,0.8,1.8,0.2,0.6,0.2,0.8,2.0,0.2,0.4,1.6,0.2,17.6,3.52,0.5681818,0,1.60000002384186,33.3333343267441,3,6,0.6,1.2,50.0,0.5,1.1111112,249,2025,ncaaw
5240918,Gwendlyn,McGrew,Gwendlyn McGrew,Gwendlyn McGrew,G. McGrew,,,70,"5' 10""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5240918.png,14,Guard,G,2,Sophomore,SO,True,Active,0,7,0,0,1.4,0.0,0.0,0,0,6,-1.0,0,0,7,31,6.2,1.4,1.2,0,0.0,0,0.0,0.33333334,0.0,0.0,0,7,0,0.0,5,0,0,0,2,0.333333,6,2,33.3333343267441,1.0,100.0,2,2,0,7,6,2,1,6,-1,0,0,0.4,1.2,0.2,0.4,0.4,0.4,1.4,0.0,0.4,1.2,0.0,12.8,2.56,0.546875,0,1.20000004768372,50.0,1,4,0.2,0.8,25.0,0.41666666,1.1666666,249,2025,ncaaw
5174746,Shadasia,Brackens,Shadasia Brackens,Shadasia Brackens,S. Brackens,,,71,"5' 11""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5174746.png,23,Forward,F,3,Junior,JR,True,Active,2,12,2,0,2.4,0.4,0.4,0,0,6,-1.0,0,0,13,57,11.4,2.6,1.2,0,0.0,0,0.0,0.14285715,0.33333334,0.33333334,0,13,0,0.2857143,5,0,0,0,1,0.5,12,6,50.0,1.0,100.0,4,4,1,16,7,1,0,7,-1,0,0,1.2,2.4,0.0,0.2,0.8,0.8,3.2,0.2,0.2,1.4,0.16666667,19.6,3.92,0.8163265,0,1.39999997615814,0.0,6,11,1.2,2.2,54.5454561710358,0.5,1.3333334,249,2025,ncaaw
4899084,Amaya,Brannon,Amaya Brannon,Amaya Brannon,A. Brannon,,,71,"5' 11""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899084.png,21,Guard,G,4,Senior,SR,False,Inactive,0,1,0,0,0.33333334,0.0,0.0,0,0,2,-1.0,0,0,1,9,3.0,0.33333334,0.6666667,0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,3,0,0,0,0,0.0,2,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,-1,0,0,0.0,0.6666667,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,3.0,1.0,0.0,0,0.333333343267441,0.0,0,1,0.0,0.33333334,0.0,0.0,0.0,249,2025,ncaaw
4899379,Aniyah,Johnson,Aniyah Johnson,Aniyah Johnson,A. Johnson,,,74,"6' 2""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4899379.png,35,Forward,F,4,Senior,SR,False,Inactive,1,2,3,0,0.4,0.2,0.6,0,0,8,-1.0,0,0,8,44,8.8,1.6,1.6,0,0.0,0,0.0,1.0,0.375,0.125,0,8,0,1.0,5,0,0,0,3,0.375,8,3,37.5,1.0,100.0,2,2,6,8,3,0,0,3,-1,0,0,0.6,1.6,0.0,0.0,0.4,0.4,1.6,1.2,0.6,0.6,1.2,5.8,1.1600001,1.3793103,0,0.600000023841858,0.0,3,8,0.6,1.6,37.5,0.375,1.0,249,2025,ncaaw
5315047,Megan,Nestor,Megan Nestor,Megan Nestor,M. Nestor,,,75,"6' 3""",,10,Forward,F,4,Senior,SR,True,Active,1,24,2,0,8.0,0.33333334,0.6666667,0,0,6,-1.0,0,0,35,59,19.666666,11.666667,2.0,0,0.0,0,0.0,0.5714286,0.33333334,0.16666667,0,35,0,0.2857143,3,3,2,0,4,0.62963,27,17,62.9629611968994,0.6,60.0000023841858,15,9,11,43,7,0,0,7,-1,0,0,5.6666665,9.0,0.0,0.0,3.0,5.0,14.333333,3.6666667,1.3333334,2.3333333,1.1,29.0,9.666667,1.4827586,0,2.33333325386047,0.0,17,27,5.6666665,9.0,62.9629611968994,0.6296296,1.5925926,249,2026,ncaaw
4900563,Tionna,Lidge,Tionna Lidge,Tionna Lidge,T. Lidge,,,75,"6' 3""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4900563.png,21,Forward,F,4,Senior,SR,True,Active,4,10,4,0,3.3333333,1.3333334,1.3333334,0,0,3,-1.0,0,0,15,70,23.333334,5.0,1.0,0,0.0,0,0.0,0.25,1.3333334,1.3333334,0,15,0,1.0,3,3,0,0,1,0.571429,28,16,57.1428596973419,0.857143,85.7142865657806,7,6,5,38,4,1,0,4,-1,0,0,5.3333335,9.333333,0.0,0.33333334,2.0,2.3333333,12.666667,1.6666666,0.33333334,1.3333334,0.41666666,29.8,9.933333,1.2751678,0,1.33333337306976,0.0,16,27,5.3333335,9.0,59.2592597007751,0.5714286,1.3571428,249,2026,ncaaw
5315045,Andi,Schissler,Andi Schissler,Andi Schissler,A. Schissler,,,66,"5' 6""",,1,Guard,G,3,Junior,JR,True,Active,4,10,6,0,3.3333333,1.3333334,2.0,0,0,8,-1.0,0,0,12,84,28.0,4.0,2.6666667,0,0.0,0,0.0,2.1666667,0.75,0.5,0,12,0,1.0,3,3,0,0,13,0.538462,26,14,53.8461565971375,0.75,75.0,4,3,2,36,6,13,5,6,-1,0,0,4.6666665,8.666667,1.6666666,4.3333335,1.0,1.3333334,12.0,0.6666667,4.3333335,2.0,0.16666667,31.6,10.533334,1.1392405,0,2.0,38.4615391492844,9,13,3.0,4.3333335,69.2307710647583,0.63461536,1.3846154,249,2026,ncaaw
5108322,Jazzy,Owens-Barnett,Jazzy Owens-Barnett,Jazzy Owens-Barnett,J. Owens-Barnett,,,67,"5' 7""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5108322.png,3,Guard,G,4,Senior,SR,True,Active,0,2,2,0,0.6666667,0.0,0.6666667,0,0,7,-1.0,0,0,3,50,16.666666,1.0,2.3333333,0,0.0,0,0.0,0.8333333,0.2857143,0.0,0,3,0,0.33333334,3,3,0,0,5,0.461538,13,6,46.1538463830948,0.5625,56.25,16,9,1,22,6,3,1,6,-1,0,0,2.0,4.3333335,0.33333334,1.0,3.0,5.3333335,7.3333335,0.33333334,1.6666666,2.0,0.14285715,24.4,8.133333,0.90163934,0,2.0,33.3333343267441,5,10,1.6666666,3.3333333,50.0,0.5,1.6923077,249,2026,ncaaw
4705031,Tiffany,Hammond,Tiffany Hammond,Tiffany Hammond,T. Hammond,,,68,"5' 8""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/4705031.png,2,Guard,G,4,Senior,SR,True,Active,0,6,8,0,2.0,0.0,2.6666667,0,0,4,-1.0,0,0,8,69,23.0,2.6666667,1.3333334,0,0.0,0,0.0,3.3333333,2.0,0.0,0,8,0,2.6666667,3,3,0,0,10,0.6,20,12,60.0000023841858,0.75,75.0,4,3,2,36,3,14,9,3,-1,0,0,4.0,6.6666665,3.0,4.6666665,1.0,1.3333334,12.0,0.6666667,3.3333333,1.0,0.25,22.6,7.5333333,1.5929203,0,1.0,64.2857134342194,3,6,1.0,2.0,50.0,0.825,1.8,249,2026,ncaaw
5315051,Shelby,Thornton,Shelby Thornton,Shelby Thornton,S. Thornton,,,74,"6' 2""",,32,Forward,F,1,Freshman,FR,True,Active,0,1,0,0,0.5,0.0,0.0,0,0,1,-1.0,0,0,9,17,8.5,4.5,0.5,0,0.0,0,0.0,1.0,0.0,0.0,0,9,0,0.0,2,0,0,0,1,0.571429,7,4,57.1428596973419,0.333333,33.3333343267441,3,1,8,9,1,0,0,1,-1,0,0,2.0,3.5,0.0,0.0,0.5,1.5,4.5,4.0,0.5,0.5,2.6666667,1.2,0.6,7.4999995,0,0.5,0.0,4,7,2.0,3.5,57.1428596973419,0.5714286,1.2857143,249,2026,ncaaw
5107501,Jaelyn,Talley,Jaelyn Talley,Jaelyn Talley,J. Talley,,,70,"5' 10""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5107501.png,33,Forward,F,4,Senior,SR,True,Active,0,7,1,0,2.3333333,0.0,0.33333334,0,0,6,-1.0,0,0,11,47,15.666667,3.6666667,2.0,0,0.0,0,0.0,0.25,0.16666667,0.0,0,11,0,0.25,3,0,0,0,1,0.636364,11,7,63.6363625526428,0.5,50.0,2,1,4,15,4,1,0,4,-1,0,0,2.3333333,3.6666667,0.0,0.33333334,0.33333334,0.6666667,5.0,1.3333334,0.33333334,1.3333334,1.0,11.8,3.9333334,1.2711865,0,1.33333337306976,0.0,7,10,2.3333333,3.3333333,69.9999988079071,0.6363636,1.3636364,249,2026,ncaaw
5315050,Cherie,Spencer,Cherie Spencer,Cherie Spencer,C. Spencer,,,68,"5' 8""",,15,Guard,G,1,Freshman,FR,True,Active,0,7,7,0,2.3333333,0.0,2.3333333,0,0,11,-1.0,0,0,11,55,18.333334,3.6666667,3.6666667,0,0.0,0,0.0,1.1666666,0.6363636,0.0,0,11,0,1.1666666,3,0,0,0,7,0.5,20,10,50.0,0.636364,63.6363625526428,11,7,4,29,6,5,2,6,-1,0,0,3.3333333,6.6666665,0.6666667,1.6666666,2.3333333,3.6666667,9.666667,1.3333334,2.3333333,2.0,0.4,26.4,8.8,1.0984849,0,2.0,40.0000005960464,8,15,2.6666667,5.0,53.3333361148834,0.55,1.45,249,2026,ncaaw
5315046,Mekhia,Chase,Mekhia Chase,Mekhia Chase,M. Chase,,,67,"5' 7""",,5,Guard,G,3,Junior,JR,True,Active,0,4,2,0,1.3333334,0.0,0.6666667,0,0,2,-1.0,0,0,12,46,15.333333,4.0,0.6666667,0,0.0,0,0.0,2.6666667,1.0,0.0,0,12,0,0.6666667,3,2,0,0,8,0.571429,14,8,57.1428596973419,1.0,100.0,1,1,8,18,3,2,1,3,-1,0,0,2.6666667,4.6666665,0.33333334,0.6666667,0.33333334,0.33333334,6.0,2.6666667,2.6666667,1.0,1.3333334,9.4,3.1333332,1.9148937,0,1.0,50.0,7,12,2.3333333,4.0,58.3333313465118,0.60714287,1.2857143,249,2026,ncaaw
5240919,Chania,Price,Chania Price,Chania Price,C. Price,,,71,"5' 11""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5240919.png,30,Guard,G,2,Sophomore,SO,True,Active,1,5,1,0,1.6666666,0.33333334,0.33333334,0,0,3,-1.0,0,0,8,49,16.333334,2.6666667,1.0,0,0.0,0,0.0,1.0,0.33333334,0.33333334,0,8,0,0.25,3,0,0,0,4,0.3,10,3,30.0000011920929,1.0,100.0,8,8,3,15,4,2,1,4,-1,0,0,1.0,3.3333333,0.33333334,0.6666667,2.6666667,2.6666667,5.0,1.0,1.3333334,1.3333334,0.42857143,14.2,4.733333,1.0563381,0,1.33333337306976,50.0,2,8,0.6666667,2.6666667,25.0,0.35,1.5,249,2026,ncaaw
5175419,Aysia,Proctor,Aysia Proctor,Aysia Proctor,A. Proctor,,,68,"5' 8""",https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5175419.png,12,Guard,G,3,Junior,JR,True,Active,1,5,7,0,1.6666666,0.33333334,2.3333333,0,0,6,-1.0,0,0,8,52,17.333334,2.6666667,2.0,0,0.0,0,0.0,1.0,1.1666666,0.16666667,0,8,0,1.4,3,0,0,0,5,0.5,26,13,50.0,0.666667,66.6666686534882,3,2,3,36,5,15,8,5,-1,0,0,4.3333335,8.666667,2.6666667,5.0,0.6666667,1.0,12.0,1.0,1.6666666,1.6666666,0.23076923,29.2,9.733334,1.2328767,0,1.66666662693024,53.3333361148834,5,11,1.6666666,3.6666667,45.4545468091965,0.65384614,1.3846154,249,2026,ncaaw
